exp,step,success_rate,mean_reward,entropy,loss,grad_norm,response_len
gaussian_tau0.5,1,0.05859375,0.13355468750000002,1.1181128025054932,-0.005075591616332531,0.55859375,432.3515625
gaussian_tau0.5,2,0.0546875,0.15070312500000005,1.1235034465789795,-0.043323762714862823,0.5078125,367.5859375
